[03:11:01] [Client thread/ERROR]: Can't find the resource index file: assets\indexes\1.8.9.json
[03:11:01] [Client thread/INFO]: Setting user: Player687
[03:11:01] [Client thread/INFO]: (Session ID is token:0:Player687)
[03:11:01] [Client thread/INFO]: [OptiFine] *** Reflector Forge ***
[03:11:01] [Client thread/INFO]: [OptiFine] *** Reflector Vanilla ***
[03:11:01] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.eventhandler.Event$Result
[03:11:01] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraft.launchwrapper.Launch
[03:11:01] [Client thread/INFO]: LWJGL Version: 2.9.4
[03:11:02] [Client thread/INFO]: [OptiFine] 
[03:11:02] [Client thread/INFO]: [OptiFine] OptiFine_1.8.9_HD_U_M5
[03:11:02] [Client thread/INFO]: [OptiFine] Build: null
[03:11:02] [Client thread/INFO]: [OptiFine] OS: Windows 11 (amd64) version 10.0
[03:11:02] [Client thread/INFO]: [OptiFine] Java: 1.8.0_372, Amazon.com Inc.
[03:11:02] [Client thread/INFO]: [OptiFine] VM: OpenJDK 64-Bit Server VM (mixed mode), Amazon.com Inc.
[03:11:02] [Client thread/INFO]: [OptiFine] LWJGL: 2.9.4
[03:11:02] [Client thread/INFO]: [OptiFine] OpenGL: NVIDIA GeForce GTX 1660/PCIe/SSE2, version 4.6.0 NVIDIA 531.18, NVIDIA Corporation
[03:11:02] [Client thread/INFO]: [OptiFine] OpenGL Version: 4.6.0
[03:11:02] [Client thread/INFO]: [OptiFine] Maximum texture size: 32768x32768
[03:11:02] [VersionCheck/INFO]: [OptiFine] Checking for new version
[03:11:02] [Client thread/INFO]: [Shaders] OpenGL Version: 4.6.0 NVIDIA 531.18
[03:11:02] [Client thread/INFO]: [Shaders] Vendor:  NVIDIA Corporation
[03:11:02] [Client thread/INFO]: [Shaders] Renderer: NVIDIA GeForce GTX 1660/PCIe/SSE2
[03:11:02] [Client thread/INFO]: [Shaders] Capabilities:  2.0  2.1  3.0  3.2  4.0 
[03:11:02] [Client thread/INFO]: [Shaders] GL_MAX_DRAW_BUFFERS: 8
[03:11:02] [Client thread/INFO]: [Shaders] GL_MAX_COLOR_ATTACHMENTS_EXT: 8
[03:11:02] [Client thread/INFO]: [Shaders] GL_MAX_TEXTURE_IMAGE_UNITS: 32
[03:11:02] [Client thread/INFO]: [Shaders] Load shaders configuration.
[03:11:02] [Client thread/INFO]: [Shaders] Loaded shaderpack: ComplementaryShaders_v4.0.2.zip
[03:11:02] [Client thread/INFO]: [OptiFine] [Shaders] Worlds: -31, -30, -29, -28, -27, -23, -1, 1, 2, 5, 7, 10, 17, 20, 50, 51, 52, 53
[03:11:02] [VersionCheck/INFO]: [OptiFine] Version found: M5
[03:11:19] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.Loader
[03:11:19] [Client thread/INFO]: [OptiFine] [Shaders] Parsing block mappings: /shaders/block.properties
[03:11:19] [Client thread/WARN]: [OptiFine] [Shaders] Invalid block ID mapping: block.12345=
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.common.property.ExtendedBlockState
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.client.FMLClientHandler
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.FMLCommonHandler
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.world.biome.BiomeGenBase.getWaterColorMultiplier
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.addDestroyEffects
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.addHitEffects
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.canCreatureSpawn
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.canRenderInLayer
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.doesSideBlockRendering
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.getBedDirection
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.getExtendedState
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.getLightOpacity
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.getLightValue
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.hasTileEntity
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.isAir
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.isBed
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.isBedFoot
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.block.Block.isSideSolid
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.world.ChunkCache.isSideSolid
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.entity.Entity.canRiderInteract
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Field not present: net.minecraft.entity.Entity.captureDrops
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Field not present: net.minecraft.entity.Entity.capturedDrops
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.entity.Entity.shouldRenderInPass
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.entity.Entity.shouldRiderSit
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.event.ForgeEventFactory
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.common.ForgeHooks
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Field not present: net.minecraft.item.Item.delegate
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.item.Item.getDurabilityForDisplay
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.item.Item.getModel
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.item.Item.onEntitySwing
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.item.Item.shouldCauseReequipAnimation
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.item.Item.showDurabilityBar
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.potion.PotionEffect.isCurativeItem
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.tileentity.TileEntity.canRenderBreaking
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.tileentity.TileEntity.getRenderBoundingBox
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.tileentity.TileEntity.hasFastRenderer
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.tileentity.TileEntity.shouldRenderInPass
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.world.World.countEntities
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.world.World.getPerWorldStorage
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.world.WorldProvider.getCloudRenderer
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.world.WorldProvider.getSkyRenderer
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.world.WorldProvider.getWeatherRenderer
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Method not present: net.minecraft.world.WorldProvider.getSaveFolder
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.model.IColoredBakedQuad
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.common.property.IExtendedBlockState
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.model.IModel
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.IRenderHandler
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.common.MinecraftForge
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.MinecraftForgeClient
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.fml.common.ModContainer
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.model.ModelLoader$VanillaLoader
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.RenderBlockOverlayEvent$OverlayType
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.RenderItemInFrameEvent
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.RenderLivingEvent$Pre
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.RenderLivingEvent$Post
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.RenderLivingEvent$Specials$Pre
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.client.event.RenderLivingEvent$Specials$Post
[03:11:24] [Client thread/INFO]: [OptiFine] (Reflector) Class not present: net.minecraftforge.event.world.WorldEvent$Load
[03:11:24] [Client thread/INFO]: [OptiFine] *** Reloading custom textures ***
[03:11:24] [Client thread/INFO]: [OptiFine] CustomColors: Colormap mcpatcher/colormap/sky0.png
[03:11:24] [Client thread/INFO]: [OptiFine] CustomColors: Loading mcpatcher/color.properties
[03:11:24] [Client thread/INFO]: [OptiFine] CustomColors: lilypad = 6aef3f
[03:11:24] [Client thread/INFO]: [OptiFine] CustomColors: sky.end = FFFFFF
[03:11:24] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky1.properties
[03:11:25] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky2.properties
[03:11:25] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky3.properties
[03:11:25] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky4.properties
[03:11:25] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky5.properties
[03:11:25] [Via Async Task 1/WARN]: There is a newer plugin version available: 4.7.0, you're on: 4.7.0-1.20-pre2-SNAPSHOT
[03:11:25] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky6.properties
[03:11:25] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky7.properties
[03:11:25] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky8.properties
[03:11:25] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky9.properties
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky10.properties
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky: Texture not found: minecraft:mcpatcher/sky/world0/sky_boxsunsetrays2.png
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky11.properties
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky: Texture not found: minecraft:mcpatcher/sky/world0/sky_boxsunsetraysdown1.png
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky12.properties
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky: Texture not found: minecraft:mcpatcher/sky/world0/sky_boxsunsetrays2.png
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky13.properties
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky14.properties
[03:11:26] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky15.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky16.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky: Texture not found: minecraft:mcpatcher/sky/world0/sky_nightmagic.png
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky17.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky: Texture not found: minecraft:mcpatcher/sky/world0/sky_nightmagic2.png
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky18.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky19.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky20.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky21.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky22.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky23.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky24.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky25.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky26.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky27.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky28.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky29.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky30.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky31.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky32.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky33.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky34.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky: Texture not found: minecraft:mcpatcher/sky/world0/clouds2.png
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky35.properties
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky: Texture not found: minecraft:mcpatcher/sky/world0/clouds1.png
[03:11:27] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky36.properties
[03:11:28] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky37.properties
[03:11:28] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky38.properties
[03:11:28] [Client thread/INFO]: [OptiFine] CustomSky properties: mcpatcher/sky/world0/sky39.properties
[03:11:28] [Client thread/INFO]: [OptiFine] Enable face culling: acacia_leaves, birch_leaves, dark_oak_leaves, jungle_leaves, oak_leaves, spruce_leaves
[03:11:34] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:music.menu
[03:11:58] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:music.menu
[03:12:00] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[03:12:01] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[03:12:02] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[03:12:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[03:12:03] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
[03:12:04] [Server thread/INFO]: Starting integrated minecraft server version 1.9
[03:12:04] [Server thread/INFO]: Generating keypair
[03:12:04] [Server thread/INFO]: Preparing start region for level 0
[03:12:05] [Server thread/INFO]: Changing view distance to 8, from 10
[03:12:05] [Server thread/INFO]: Player687[local:E:ec6cd2c1] logged in with entity id 147 at (70.26494052372432, 66.0, 265.1326716745806)
[03:12:05] [Server thread/INFO]: Player687 joined the game
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: shadow
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_basic
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_textured
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_skybasic
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_skytextured
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_clouds
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/WARN]: [Shaders] Invalid draw buffers: 03618
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_terrain
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_damagedblock
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_block
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_beaconbeam
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_entities
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_entities_glowing
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_armor_glint
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_spidereyes
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_hand
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_weather
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: deferred
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] colortex0 mipmap enabled
[03:12:06] [Client thread/WARN]: [Shaders] Invalid draw buffers: 059
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: deferred1
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: gbuffers_water
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] colortex2 clear disabled
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: composite
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] colortex1 mipmap enabled
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: composite1
[03:12:06] [Client thread/INFO]: [Shaders] Program disabled: composite2
[03:12:06] [Client thread/INFO]: [Shaders] Program disabled: composite3
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] colortex0 mipmap enabled
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: composite4
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: composite5
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] colortex1 mipmap enabled
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: composite6
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: composite7
[03:12:06] [Client thread/INFO]: [Shaders] Sun path rotation: -40.0
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map resolution: 2048
[03:12:06] [Client thread/INFO]: [Shaders] Shadow map distance: 256.0
[03:12:06] [Client thread/INFO]: [Shaders] colortex0 format: R11F_G11F_B10F
[03:12:06] [Client thread/INFO]: [Shaders] colortex1 format: RGB8
[03:12:06] [Client thread/INFO]: [Shaders] colortex2 format: RGBA16
[03:12:06] [Client thread/INFO]: [Shaders] colortex3 format: RGB8
[03:12:06] [Client thread/INFO]: [Shaders] gaux1 format: RG8
[03:12:06] [Client thread/INFO]: [Shaders] gaux2 format: RGB8
[03:12:06] [Client thread/INFO]: [Shaders] gaux3 format: RG16
[03:12:06] [Client thread/INFO]: [Shaders] gaux4 format: RGB8
[03:12:06] [Client thread/INFO]: [Shaders] Hardware shadow filtering enabled.
[03:12:06] [Client thread/INFO]: [Shaders] Shadow distance render mul: 1.0
[03:12:06] [Client thread/INFO]: [Shaders] Noise texture enabled
[03:12:06] [Client thread/INFO]: [Shaders] Noise texture resolution: 512
[03:12:06] [Client thread/INFO]: [Shaders] Dryness halflife: 300.0
[03:12:06] [Client thread/INFO]: [Shaders] Wetness halflife: 300.0
[03:12:06] [Client thread/INFO]: [Shaders] Program loaded: final
[03:12:06] [Client thread/INFO]: [Shaders] usedColorBuffers: 8
[03:12:06] [Client thread/INFO]: [Shaders] usedDepthBuffers: 2
[03:12:06] [Client thread/INFO]: [Shaders] usedShadowColorBuffers: 0
[03:12:06] [Client thread/INFO]: [Shaders] usedShadowDepthBuffers: 1
[03:12:06] [Client thread/INFO]: [Shaders] usedColorAttachs: 8
[03:12:06] [Client thread/INFO]: [Shaders] usedDrawBuffers: 5
[03:12:06] [Client thread/INFO]: [Shaders] Framebuffer created.
[03:12:06] [Client thread/INFO]: [Shaders] Shadow framebuffer created.
[03:12:06] [Client thread/INFO]: [Shaders] Reset model renderers
[03:12:06] [Client thread/INFO]: [Shaders] Reset world renderers
[03:12:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:mob.sheep.say
[03:12:07] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:dig.grass
[03:12:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[03:12:08] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:dig.grass
[03:12:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:dig.grass
[03:12:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:step.grass
[03:12:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:dig.grass
[03:12:09] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:dig.grass
[03:12:10] [Server thread/INFO]: Saving and pausing game...
[03:12:10] [Server thread/INFO]: Saving chunks for level 'New World'/Overworld
[03:12:10] [Server thread/INFO]: Saving chunks for level 'New World'/Nether
[03:12:10] [Server thread/INFO]: Saving chunks for level 'New World'/The End
[03:12:10] [Client thread/WARN]: Unable to play unknown soundEvent: minecraft:gui.button.press
